G,Point Latency,Time Received,Time Captured,MPH,Address,I0,Engine On,I1,I2,I3,I4,I5,GPS,Event Code,Sat,HDOP,RSSI,C,F,Seq,Index,Lat, Lon,Triggered By,? Odo hm,? Eng min
TX,10 secs,2020-03-12 11:27.44am,2020-03-12 11:27.34am,60,I-77 Hillsville VA 24343,+,+,-,-,-,-,-,3,8,16,0.6,-61,0,0,1277,Serial,36.7881953,-80.8347866,Moving,33,2
TX,9 secs,2020-03-12 11:25.43am,2020-03-12 11:25.34am,54,I-77 Austinville VA 24312,+,+,-,-,-,-,-,3,8,15,0.6,-72,0,0,1276,Serial,36.8127805,-80.8551004,Moving,35,2
TX,37 secs,2020-03-12 11:24.11am,2020-03-12 11:23.34am,67,I-77 Austinville VA 24312,+,+,-,-,-,-,-,3,8,15,0.6,-54,0,0,1275,Serial,36.8419066,-80.8575935,Moving,36,2
TX,3 secs,2020-03-12 11:21.37am,2020-03-12 11:21.34am,68,I-77 Austinville VA 24312,+,+,-,-,-,-,-,3,8,18,0.6,-47,0,0,1274,Serial,36.8720989,-80.872178,Moving,36,2
TX,3 secs,2020-03-12 11:19.37am,2020-03-12 11:19.34am,63,I-77 Max Meadows VA 24360,+,+,-,-,-,-,-,3,8,16,0.6,-66,0,0,1273,Serial,36.9032594,-80.8775209,Moving,37,2
TX,3 secs,2020-03-12 11:17.37am,2020-03-12 11:17.34am,69,I-77 Max Meadows VA 24360,+,+,-,-,-,-,-,3,8,15,0.6,-58,0,0,1272,Serial,36.9268401,-80.9069045,Moving,36,2
TX,7 secs,2020-03-12 11:15.42am,2020-03-12 11:15.35am,68,I-77 [I-77/I-81/Us-11] Max Meadows VA 24360,+,+,-,-,-,-,-,3,8,16,0.6,-53,0,0,1271,Serial,36.94765,-80.9322635,Moving,38,2
TX,3 secs,2020-03-12 11:13.37am,2020-03-12 11:13.34am,68,I-77 [I-77/I-81/Us-11/Us-52] Wytheville VA 24382,+,+,-,-,-,-,-,3,8,16,0.6,-42,0,0,1270,Serial,36.9409471,-80.9737184,Moving,37,2
TX,3 secs,2020-03-12 11:11.37am,2020-03-12 11:11.34am,63,I-77 [I-77/I-81/Us-11/Us-52] Wytheville VA 24382,+,+,-,-,-,-,-,3,8,16,0.6,-74,0,0,1269,Serial,36.9408466,-81.0135599,Moving,36,2
TX,3 secs,2020-03-12 11:09.37am,2020-03-12 11:09.34am,63,I-77 [I-77/I-81/Us-52] Wytheville VA 24382,+,+,-,-,-,-,-,3,8,16,0.6,-53,0,0,1268,Serial,36.9471042,-81.0513791,Moving,34,2
TX,8 secs,2020-03-12 11:07.42am,2020-03-12 11:07.34am,60,I-77 Wytheville VA 24382,+,+,-,-,-,-,-,3,8,16,0.6,-56,0,0,1267,Serial,36.9717791,-81.0675045,Moving,36,2
TX,8 secs,2020-03-12 11:05.42am,2020-03-12 11:05.34am,74,I-77 Wytheville VA 24382,+,+,-,-,-,-,-,3,8,16,0.6,-78,0,0,1266,Serial,36.9993321,-81.0873596,Moving,39,2
TX,3 secs,2020-03-12 11:03.37am,2020-03-12 11:03.34am,63,I-77 Dublin VA 24084,+,+,-,-,-,-,-,3,8,14,0.6,-70,0,0,1265,Serial,37.027089,-81.1089178,Moving,34,2
TX,43 secs,2020-03-12 11:02.16am,2020-03-12 11:01.33am,55,I-77 Bland VA 24315,+,+,-,-,-,-,-,3,8,15,0.6,-72,0,0,1264,Serial,37.0452556,-81.1391034,Moving,29,2
TX,4 secs,2020-03-12 10:59.37am,2020-03-12 10:59.33am,64,I-77 Bland VA 24315,+,+,-,-,-,-,-,3,8,14,0.8,-72,0,0,1263,Serial,37.068623,-81.1268873,Moving,33,2
TX,4 secs,2020-03-12 10:57.37am,2020-03-12 10:57.33am,58,I-77 Bland VA 24315,+,+,-,-,-,-,-,3,8,16,0.6,-59,0,0,1262,Serial,37.0980079,-81.12862,Moving,36,2
TX,4 secs,2020-03-12 10:55.37am,2020-03-12 10:55.33am,61,I-77 Bland VA 24315,+,+,-,-,-,-,-,3,8,16,0.6,-66,0,0,1261,Serial,37.1287675,-81.1204071,Moving,32,2
TX,3 secs,2020-03-12 10:53.36am,2020-03-12 10:53.33am,61,I-77 Bastian VA 24314,+,+,-,-,-,-,-,3,8,13,0.8,-63,0,0,1260,Serial,37.1484335,-81.1399966,Moving,35,2
TX,4 secs,2020-03-12 10:51.37am,2020-03-12 10:51.33am,71,I-77 Bastian VA 24314,+,+,-,-,-,-,-,3,8,15,0.6,-62,0,0,1259,Serial,37.1787679,-81.1364359,Moving,38,2
TX,4 secs,2020-03-12 10:49.37am,2020-03-12 10:49.33am,71,I-77 Bastian VA 24314,+,+,-,-,-,-,-,3,8,14,0.6,-69,0,0,1258,Serial,37.2017772,-81.1083492,Moving,37,2
TX,4 secs,2020-03-12 10:47.37am,2020-03-12 10:47.33am,67,I-77 Bastian VA 24314,+,+,-,-,-,-,-,3,8,13,0.8,-76,0,0,1257,Serial,37.2295287,-81.0957817,Moving,38,2
TX,3 secs,2020-03-12 10:45.36am,2020-03-12 10:45.33am,72,I-77 Rocky Gap VA 24366,+,+,-,-,-,-,-,3,8,13,0.8,-61,0,0,1256,Serial,37.2547898,-81.1184732,Moving,32,2
TX,3 secs,2020-03-12 10:43.36am,2020-03-12 10:43.33am,60,Veterans Memorial Hwy [I-77/Us-52] Bluefield WV 24701,+,+,-,-,-,-,-,3,8,11,1,-47,0,0,1255,Serial,37.2827397,-81.1252525,Moving,35,2
TX,3 secs,2020-03-12 10:41.36am,2020-03-12 10:41.33am,68,Veterans Memorial Hwy [I-77] Bluefield WV 24701,+,+,-,-,-,-,-,3,8,11,1,-81,0,0,1254,Serial,37.2997355,-81.0982748,Moving,36,2
TX,42 secs,2020-03-12 10:40.15am,2020-03-12 10:39.33am,61,Veterans Memorial Hwy [I-77] Bluefield WV 24701,+,+,-,-,-,-,-,3,8,13,0.8,-75,0,0,1253,Serial,37.3116043,-81.0629742,Moving,36,2
TX,8 secs,2020-03-12 10:37.41am,2020-03-12 10:37.33am,69,I-77 Princeton WV 24739,+,+,-,-,-,-,-,3,8,14,0.8,-66,0,0,1252,Serial,37.3421654,-81.060968,Moving,37,2
TX,3 secs,2020-03-12 10:35.36am,2020-03-12 10:35.33am,67,West Virginia Tpke [I-77] Princeton WV 24740,+,+,-,-,-,-,-,3,8,16,0.6,-47,0,0,1251,Serial,37.3698887,-81.0455748,Moving,38,2
TX,3 secs,2020-03-12 10:33.36am,2020-03-12 10:33.33am,67,West Virginia Tpke [I-77] Princeton WV 24740,+,+,-,-,-,-,-,3,8,16,0.6,-56,0,0,1250,Serial,37.3977783,-81.0631526,Moving,37,2
TX,8 secs,2020-03-12 10:31.41am,2020-03-12 10:31.33am,71,West Virginia Tpke [I-77] Spanishburg WV 25922,+,+,-,-,-,-,-,3,8,16,0.6,-67,0,0,1249,Serial,37.4308862,-81.0668058,Moving,37,2
TX,8 secs,2020-03-12 10:29.41am,2020-03-12 10:29.33am,61,West Virginia Tpke [I-77] Spanishburg WV 25922,+,+,-,-,-,-,-,3,8,15,0.6,-69,0,0,1248,Serial,37.4626087,-81.0666449,Moving,35,2
TX,8 secs,2020-03-12 10:27.41am,2020-03-12 10:27.33am,67,West Virginia Tpke [I-77] Spanishburg WV 25922,+,+,-,-,-,-,-,3,8,13,0.8,-54,0,0,1247,Serial,37.489184,-81.084798,Moving,37,2
TX,7 secs,2020-03-12 10:25.40am,2020-03-12 10:25.33am,67,West Virginia Tpke [I-77] Flat Top WV 25841,+,+,-,-,-,-,-,3,8,13,0.8,-63,0,0,1246,Serial,37.5074297,-81.1175827,Moving,36,2
TX,7 secs,2020-03-12 10:23.40am,2020-03-12 10:23.33am,68,West Virginia Tpke [I-77] Flat Top WV 25841,+,+,-,-,-,-,-,3,8,14,0.8,-66,0,0,1245,Serial,37.5353542,-81.1136868,Moving,36,2
TX,7 secs,2020-03-12 10:21.40am,2020-03-12 10:21.33am,63,West Virginia Tpke [I-77] Flat Top WV 25841,+,+,-,-,-,-,-,3,8,15,0.6,-74,0,0,1244,Serial,37.5678277,-81.1126809,Moving,35,2
TX,7 secs,2020-03-12 10:19.40am,2020-03-12 10:19.33am,55,West Virginia Tpke [I-77] Ghent WV 25843,+,+,-,-,-,-,-,3,8,15,0.6,-69,0,0,1243,Serial,37.5955202,-81.127413,Moving,34,2
TX,44 secs,2020-03-12 10:18.17am,2020-03-12 10:17.33am,55,West Virginia Tpke [I-77] Ghent WV 25843,+,+,-,-,-,-,-,3,8,14,0.8,-59,0,0,1242,Serial,37.6250097,-81.1169349,Moving,22,2
TX,7 secs,2020-03-12 10:15.40am,2020-03-12 10:15.33am,60,West Virginia Tpke [I-77] Cool Ridge WV 25825,+,+,-,-,-,-,-,3,8,14,0.8,-60,0,0,1241,Serial,37.6441272,-81.1112567,Moving,29,2
TX,7 secs,2020-03-12 10:13.40am,2020-03-12 10:13.33am,46,West Virginia Tpke [I-77] Cool Ridge WV 25825,+,+,-,-,-,-,-,3,8,13,0.8,-82,0,0,1240,Serial,37.6694204,-81.1147637,Moving,22,2
TX,7 secs,2020-03-12 10:11.40am,2020-03-12 10:11.33am,43,West Virginia Tpke [I-77] Cool Ridge WV 25825,+,+,-,-,-,-,-,3,8,15,0.6,-72,0,0,1239,Serial,37.6850027,-81.1280674,Moving,19,2
TX,7 secs,2020-03-12 10:09.40am,2020-03-12 10:09.33am,21,West Virginia Tpke [I-77] Cool Ridge WV 25825,+,+,-,-,-,-,-,3,8,14,0.8,-72,0,0,1238,Serial,37.6980704,-81.1391932,Moving,10,2
TX,7 secs,2020-03-12 10:07.40am,2020-03-12 10:07.33am,9,West Virginia Tpke [I-77] Cool Ridge WV 25825,+,+,-,-,-,-,-,3,8,14,0.8,-81,0,0,1237,Serial,37.7032122,-81.1492837,Moving,11,2
TX,7 secs,2020-03-12 10:05.40am,2020-03-12 10:05.33am,24,West Virginia Tpke [I-77] Daniels WV 25832,+,+,-,-,-,-,-,3,8,15,0.6,-74,0,0,1236,Serial,37.7123518,-81.1518184,Moving,11,2
TX,9 secs,2020-03-12 10:03.45am,2020-03-12 10:03.36am,10,West Virginia Tpke [I-77] Daniels WV 25832,+,+,-,-,-,-,-,3,5,15,0.6,-77,0,0,1235,Serial,37.7179174,-81.1589759,Started Moving,0,0
TX,7 secs,2020-03-12 10:03.40am,2020-03-12 10:03.33am,9,West Virginia Tpke [I-77] Daniels WV 25832,+,+,-,-,-,-,-,3,0,15,0.6,-75,0,0,1234,Serial,37.7179161,-81.1591905,,4,2
TX,4 secs,2020-03-12 10:01.37am,2020-03-12 10:01.33am,2,West Virginia Tpke [I-77] Beaver WV 25813,+,+,-,-,-,-,-,3,0,15,0.6,-78,0,0,1233,Serial,37.7178571,-81.1632741,,0,0
TX,7 secs,2020-03-12 10:01.25am,2020-03-12 10:01.18am,0,West Virginia Tpke [I-77] Beaver WV 25813,+,+,-,-,-,-,-,3,2,15,0.6,-78,0,0,1232,Serial,37.7178638,-81.163364,Stopped Moving,1,1
TX,8 secs,2020-03-12 10:00.10am,2020-03-12 10:00.02am,9,West Virginia Tpke [I-77] Beaver WV 25813,+,+,-,-,-,-,-,3,5,15,0.6,-71,0,0,1231,Serial,37.7181535,-81.1654226,Started Moving,1,1
TX,5 secs,2020-03-12 9:59.38am,2020-03-12 9:59.33am,2,West Virginia Tpke [I-77] Beaver WV 25813,+,+,-,-,-,-,-,3,0,15,0.6,-71,0,0,1230,Serial,37.7183238,-81.1661159,,2,1
TX,7 secs,2020-03-12 9:58.29am,2020-03-12 9:58.22am,0,West Virginia Tpke [I-77] Beaver WV 25813,+,+,-,-,-,-,-,3,2,15,0.6,-72,0,0,1229,Serial,37.7187704,-81.1678835,Stopped Moving,5,1
TX,7 secs,2020-03-12 9:57.40am,2020-03-12 9:57.33am,43,West Virginia Tpke [I-77] Beaver WV 25813,+,+,-,-,-,-,-,3,8,15,0.6,-66,0,0,1228,Serial,37.7202711,-81.1737213,Moving,32,2
TX,48 secs,2020-03-12 9:56.21am,2020-03-12 9:55.33am,60,West Virginia Tpke [I-77] Beckley WV 25801,+,+,-,-,-,-,-,3,8,13,0.8,-72,0,0,1227,Serial,37.7339772,-81.2049905,Moving,33,2
TX,7 secs,2020-03-12 9:53.40am,2020-03-12 9:53.33am,64,West Virginia Tpke [I-64/I-77] Beckley WV 25801,+,+,-,-,-,-,-,3,8,15,0.6,-53,0,0,1226,Serial,37.7611949,-81.2140591,Moving,34,2
TX,7 secs,2020-03-12 9:51.40am,2020-03-12 9:51.33am,64,West Virginia Tpke [I-64/I-77] Beckley WV 25801,+,+,-,-,-,-,-,3,8,15,0.6,-58,0,0,1225,Serial,37.7903009,-81.2193082,Moving,35,2
TX,7 secs,2020-03-12 9:49.40am,2020-03-12 9:49.33am,61,West Virginia Tpke [I-64/I-77] Beckley WV 25801,+,+,-,-,-,-,-,3,8,14,0.8,-80,0,0,1224,Serial,37.8194055,-81.2151923,Moving,31,2
TX,7 secs,2020-03-12 9:47.40am,2020-03-12 9:47.33am,67,West Virginia Tpke [I-64/I-77] Beckley WV 25801,+,+,-,-,-,-,-,3,8,14,0.8,-60,0,0,1223,Serial,37.8407733,-81.2282171,Moving,35,2
TX,7 secs,2020-03-12 9:45.40am,2020-03-12 9:45.33am,72,West Virginia Tpke [I-64/I-77] Beckley WV 25801,+,+,-,-,-,-,-,3,8,10,1,-81,0,0,1222,Serial,37.85918,-81.2570334,Moving,39,2
TX,6 secs,2020-03-12 9:43.39am,2020-03-12 9:43.33am,69,West Virginia Tpke [I-64/I-77] Mt Hope WV 25880,+,+,-,-,-,-,-,3,8,16,0.6,-77,0,0,1221,Serial,37.8915757,-81.2669643,Moving,37,2
TX,6 secs,2020-03-12 9:41.39am,2020-03-12 9:41.33am,71,West Virginia Tpke [I-64/I-77] Scarbro WV 25917,+,+,-,-,-,-,-,3,8,15,0.6,-67,0,0,1220,Serial,37.9239728,-81.2675088,Moving,25,2
TX,6 secs,2020-03-12 9:39.39am,2020-03-12 9:39.33am,67,West Virginia Tpke [I-64/I-77] Scarbro WV 25917,+,+,-,-,-,-,-,3,8,14,0.8,-66,0,0,1219,Serial,37.9434724,-81.2565439,Moving,36,2
TX,6 secs,2020-03-12 9:37.39am,2020-03-12 9:37.33am,66,West Virginia Tpke [I-64/I-77] Scarbro WV 25917,+,+,-,-,-,-,-,3,8,13,0.8,-52,0,0,1218,Serial,37.968417,-81.2761683,Moving,35,2
TX,6 secs,2020-03-12 9:35.39am,2020-03-12 9:35.33am,66,West Virginia Tpke [I-64/I-77] Scarbro WV 25917,+,+,-,-,-,-,-,3,8,16,0.6,-82,0,0,1217,Serial,37.9869846,-81.3057812,Moving,33,2
TX,51 secs,2020-03-12 9:34.24am,2020-03-12 9:33.33am,62,West Virginia Tpke [I-64/I-77] Scarbro WV 25917,+,+,-,-,-,-,-,3,8,13,0.8,-61,0,0,1216,Serial,37.9958211,-81.3373777,Moving,33,2
TX,6 secs,2020-03-12 9:31.39am,2020-03-12 9:31.33am,58,West Virginia Tpke [I-64/I-77] Gallagher WV 25083,+,+,-,-,-,-,-,3,8,11,1,-75,0,0,1215,Serial,38.0176825,-81.3540395,Moving,36,2
TX,6 secs,2020-03-12 9:29.39am,2020-03-12 9:29.33am,67,West Virginia Tpke [I-64/I-77] Gallagher WV 25083,+,+,-,-,-,-,-,3,8,12,0.8,-50,0,0,1214,Serial,38.0465417,-81.3671488,Moving,35,2
TX,6 secs,2020-03-12 9:27.39am,2020-03-12 9:27.33am,64,West Virginia Tpke [I-64/I-77] Gallagher WV 25083,+,+,-,-,-,-,-,3,8,12,0.8,-48,0,0,1213,Serial,38.0725243,-81.3799001,Moving,34,2
TX,6 secs,2020-03-12 9:25.39am,2020-03-12 9:25.33am,64,West Virginia Tpke [I-64/I-77] Gallagher WV 25083,+,+,-,-,-,-,-,3,8,14,0.8,-57,0,0,1212,Serial,38.0986905,-81.3889083,Moving,36,2
TX,6 secs,2020-03-12 9:23.39am,2020-03-12 9:23.33am,67, Gallagher WV 25083,+,+,-,-,-,-,-,3,8,12,0.8,-35,0,0,1211,Serial,38.1266271,-81.3884831,Moving,34,2
TX,6 secs,2020-03-12 9:21.39am,2020-03-12 9:21.33am,51,West Virginia Tpke [I-64/I-77] Eskdale WV 25075,+,+,-,-,-,-,-,3,8,12,1,-83,0,0,1210,Serial,38.1323147,-81.4205597,Moving,31,2
TX,6 secs,2020-03-12 9:19.39am,2020-03-12 9:19.33am,61,West Virginia Tpke [I-64/I-77] Eskdale WV 25075,+,+,-,-,-,-,-,3,8,13,0.8,-72,0,0,1209,Serial,38.1397579,-81.4513675,Moving,36,2
TX,6 secs,2020-03-12 9:17.39am,2020-03-12 9:17.33am,64,West Virginia Tpke [I-64/I-77] Eskdale WV 25075,+,+,-,-,-,-,-,3,8,13,0.8,-47,0,0,1208,Serial,38.1688947,-81.4457121,Moving,33,2
TX,6 secs,2020-03-12 9:15.39am,2020-03-12 9:15.33am,51,West Virginia Tpke [I-64/I-77] Eskdale WV 25075,+,+,-,-,-,-,-,3,8,13,0.8,-54,0,0,1207,Serial,38.1855284,-81.4688475,Moving,23,2
TX,6 secs,2020-03-12 9:13.39am,2020-03-12 9:13.33am,69,West Virginia Tpke [I-64/I-77] Eskdale WV 25075,+,+,-,-,-,-,-,3,8,12,1,-51,0,0,1206,Serial,38.194428,-81.4843761,Moving,38,2
TX,51 secs,2020-03-12 9:12.24am,2020-03-12 9:11.33am,68,West Virginia Tpke [I-64/I-77] Cabin Creek WV 25035,+,+,-,-,-,-,-,3,8,13,0.8,-65,0,0,1205,Serial,38.2070665,-81.5194795,Moving,37,2
TX,5 secs,2020-03-12 9:09.38am,2020-03-12 9:09.33am,75,West Virginia Tpke [I-64/I-77] Charleston WV 25315,+,+,-,-,-,-,-,3,8,13,0.8,-63,0,0,1204,Serial,38.2313164,-81.5493111,Moving,38,2
TX,5 secs,2020-03-12 9:07.38am,2020-03-12 9:07.33am,61,West Virginia Tpke [I-64/I-77] Charleston WV 25304,+,+,-,-,-,-,-,3,8,14,0.8,-44,0,0,1203,Serial,38.2566727,-81.5739043,Moving,37,2
TX,5 secs,2020-03-12 9:05.38am,2020-03-12 9:05.33am,66,West Virginia Tpke [I-64/I-77] Charleston WV 25304,+,+,-,-,-,-,-,3,8,14,0.8,-64,0,0,1202,Serial,38.2892494,-81.5685827,Moving,34,2
TX,5 secs,2020-03-12 9:03.38am,2020-03-12 9:03.33am,60,West Virginia Tpke [I-64/I-77] Charleston WV 25306,+,+,-,-,-,-,-,3,8,14,0.8,-72,0,0,1201,Serial,38.3126812,-81.5534765,Moving,33,2
TX,5 secs,2020-03-12 9:01.38am,2020-03-12 9:01.33am,69,I-64 [I-64/I-77] Charleston WV 25311,+,+,-,-,-,-,-,3,8,15,0.6,-57,0,0,1200,Serial,38.3303758,-81.5807358,Moving,38,2
TX,5 secs,2020-03-12 8:59.38am,2020-03-12 8:59.33am,64,I-64 [I-64/I-77] Charleston WV 25311,+,+,-,-,-,-,-,3,8,15,0.6,-47,0,0,1199,Serial,38.3466393,-81.6154691,Moving,30,2
TX,5 secs,2020-03-12 8:57.38am,2020-03-12 8:57.33am,53,I-64 Charleston WV 25302,+,+,-,-,-,-,-,3,8,15,0.6,-39,0,0,1198,Serial,38.3587254,-81.6415455,Moving,17,1
TX,2 secs,2020-03-12 8:55.52am,2020-03-12 8:55.50am,10,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,5,11,1.2,-44,0,0,1197,Serial,38.3572689,-81.6580881,Started Moving,0,0
TX,2 secs,2020-03-12 8:55.52am,2020-03-12 8:55.50am,10,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,5,11,1.2,-44,0,0,1196,Serial,38.3572689,-81.6580881,Started Moving,0,1
TX,3 secs,2020-03-12 8:55.38am,2020-03-12 8:55.35am,1,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,2,12,1,-44,0,0,1195,Serial,38.3573682,-81.6584542,Stopped Moving,0,0
TX,5 secs,2020-03-12 8:55.38am,2020-03-12 8:55.33am,5,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,8,12,1,-44,0,0,1194,Serial,38.3573883,-81.6584797,Moving,6,1
TX,5 secs,2020-03-12 8:54.03am,2020-03-12 8:53.58am,9,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,5,13,0.8,-45,0,0,1193,Serial,38.3597084,-81.6640976,Started Moving,0,1
TX,5 secs,2020-03-12 8:53.38am,2020-03-12 8:53.33am,3,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,0,12,0.8,-50,0,0,1192,Serial,38.3599042,-81.6644999,,2,1
TX,5 secs,2020-03-12 8:52.18am,2020-03-12 8:52.13am,2,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,2,13,0.8,-51,0,0,1191,Serial,38.360501,-81.665664,Stopped Moving,3,1
TX,5 secs,2020-03-12 8:51.38am,2020-03-12 8:51.33am,18,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,8,13,0.8,-61,0,0,1190,Serial,38.3619199,-81.6690503,Moving,22,2
TX,56 secs,2020-03-12 8:50.29am,2020-03-12 8:49.33am,61,I-64 South Charleston WV 25303,+,+,-,-,-,-,-,3,8,15,0.6,-50,0,0,1189,Serial,38.3626454,-81.6933283,Moving,32,2
TX,5 secs,2020-03-12 8:47.38am,2020-03-12 8:47.33am,59,I-64 Dunbar WV 25064,+,+,-,-,-,-,-,3,8,12,1,-58,0,0,1188,Serial,38.3620553,-81.7272354,Moving,33,2
TX,5 secs,2020-03-12 8:45.38am,2020-03-12 8:45.33am,66,I-64 Dunbar WV 25064,+,+,-,-,-,-,-,3,8,13,0.8,-52,0,0,1187,Serial,38.3778817,-81.7560598,Moving,36,2
TX,5 secs,2020-03-12 8:43.38am,2020-03-12 8:43.33am,61,I-64 Charleston WV 25313,+,+,-,-,-,-,-,3,8,15,0.8,-50,0,0,1186,Serial,38.3993193,-81.7812779,Moving,34,2
TX,5 secs,2020-03-12 8:41.38am,2020-03-12 8:41.33am,58,I-64 Nitro WV 25143,+,+,-,-,-,-,-,3,8,12,0.8,-68,0,0,1185,Serial,38.4214341,-81.8061246,Moving,32,2
TX,10 secs,2020-03-12 8:39.43am,2020-03-12 8:39.33am,55,I-64 Nitro WV 25143,+,+,-,-,-,-,-,3,8,16,0.6,-54,0,0,1184,Serial,38.4401358,-81.8316203,Moving,33,2
TX,5 secs,2020-03-12 8:37.38am,2020-03-12 8:37.33am,64,I-64 Scott Depot WV 25560,+,+,-,-,-,-,-,3,8,14,0.8,-76,0,0,1183,Serial,38.4540444,-81.8649736,Moving,34,2
TX,5 secs,2020-03-12 8:35.38am,2020-03-12 8:35.33am,46, Scott Depot WV 25560,+,+,-,-,-,-,-,3,8,16,0.6,-56,0,0,1182,Serial,38.453469,-81.9027391,Moving,30,2
TX,5 secs,2020-03-12 8:33.38am,2020-03-12 8:33.33am,51,267 Us-35 Scott Depot WV 25560,+,+,-,-,-,-,-,3,8,15,0.6,-77,0,0,1181,Serial,38.4760841,-81.9188162,Moving,31,2
TX,6 secs,2020-03-12 8:31.39am,2020-03-12 8:31.33am,53,543 Us-35 Winfield WV 25213,+,+,-,-,-,-,-,3,8,15,0.6,-79,0,0,1180,Serial,38.4980058,-81.931778,Moving,27,2
TX,16 secs,2020-03-12 8:29.49am,2020-03-12 8:29.33am,51,977 Us-35 Winfield WV 25213,+,+,-,-,-,-,-,3,8,15,0.6,-77,0,0,1179,Serial,38.5221966,-81.9340217,Moving,30,2
TX,"1 min, 1 sec",2020-03-12 8:28.34am,2020-03-12 8:27.33am,53,1117 Us-35 Winfield WV 25213,+,+,-,-,-,-,-,3,8,15,0.6,-80,0,0,1178,Serial,38.5385098,-81.9618228,Moving,33,2
TX,9 secs,2020-03-12 8:25.42am,2020-03-12 8:25.33am,60,1419 Us-35 Fraziers Bottom WV 25082,+,+,-,-,-,-,-,3,8,16,0.6,-71,0,0,1177,Serial,38.5532714,-81.9939583,Moving,32,2
TX,8 secs,2020-03-12 8:23.41am,2020-03-12 8:23.33am,53,1873 Us-35 Fraziers Bottom WV 25082,+,+,-,-,-,-,-,3,8,13,0.8,-73,0,0,1176,Serial,38.5734738,-82.0152323,Moving,23,2
TX,9 secs,2020-03-12 8:21.42am,2020-03-12 8:21.33am,51,20251 Winfield Rd [Us-35/Wv-817] Fraziers Bottom WV 25082,+,+,-,-,-,-,-,3,8,15,0.6,-69,0,0,1175,Serial,38.5862384,-82.0038865,Moving,29,2
TX,9 secs,2020-03-12 8:19.42am,2020-03-12 8:19.33am,56,22137 Winfield Rd [Us-35/Wv-817] Fraziers Bottom WV 25082,+,+,-,-,-,-,-,3,8,13,0.8,-62,0,0,1174,Serial,38.610051,-81.9960625,Moving,32,2
TX,9 secs,2020-03-12 8:17.42am,2020-03-12 8:17.33am,59,24447 Winfield Rd [Us-35/Wv-817] Fraziers Bottom WV 25082,+,+,-,-,-,-,-,3,8,13,0.8,-80,0,0,1173,Serial,38.634714,-81.9777672,Moving,34,2
TX,9 secs,2020-03-12 8:15.42am,2020-03-12 8:15.33am,67,33140 Kanawha Valley Rd [Us-35/Wv-817] Southside WV 25187,+,+,-,-,-,-,-,3,8,14,0.6,-65,0,0,1172,Serial,38.6639192,-81.9680361,Moving,34,2
TX,9 secs,2020-03-12 8:13.42am,2020-03-12 8:13.33am,64,2100 Kanawha Valley Rd [Us-35/Wv-817] Southside WV 25187,+,+,-,-,-,-,-,3,8,16,0.6,-76,0,0,1171,Serial,38.6939076,-81.9656664,Moving,35,2
TX,9 secs,2020-03-12 8:11.42am,2020-03-12 8:11.33am,63,24780 Kanawha Valley Rd [Us-35/Wv-817] Southside WV 25187,+,+,-,-,-,-,-,3,8,15,0.6,-70,0,0,1170,Serial,38.725154,-81.9714278,Moving,33,2
TX,9 secs,2020-03-12 8:09.42am,2020-03-12 8:09.33am,58,2614 Kanawha Valley Rd [Us-35/Wv-817] Southside WV 25187,+,+,-,-,-,-,-,3,8,16,0.6,-65,0,0,1169,Serial,38.7522645,-81.98666,Moving,30,2
TX,9 secs,2020-03-12 8:07.42am,2020-03-12 8:07.33am,59,18350 Dayton Rd [Us-35] Southside WV 25187,+,+,-,-,-,-,-,3,8,14,0.6,-73,0,0,1168,Serial,38.7651028,-82.0138576,Moving,32,2
TX,9 secs,2020-03-12 8:05.42am,2020-03-12 8:05.33am,58,11152 Dayton Rd [Us-35] Henderson WV 25106,+,+,-,-,-,-,-,3,8,15,0.6,-72,0,0,1167,Serial,38.7707006,-82.0481591,Moving,31,2
TX,9 secs,2020-03-12 8:03.42am,2020-03-12 8:03.33am,59,6494 Dayton Rd [Us-35] Henderson WV 25106,+,+,-,-,-,-,-,3,8,15,0.6,-73,0,0,1166,Serial,38.7841573,-82.0772718,Moving,28,2
TX,8 secs,2020-03-12 8:01.42am,2020-03-12 8:01.34am,54,6490 Dayton Rd [Us-35] Henderson WV 25106,+,+,-,-,-,-,-,3,8,16,0.6,-83,0,0,1165,Serial,38.8005804,-82.1003374,Moving,32,2
TX,9 secs,2020-03-12 7:59.42am,2020-03-12 7:59.33am,59,1004 Dayton Rd [Us-35] Henderson WV 25106,+,+,-,-,-,-,-,3,8,14,0.8,-53,0,0,1164,Serial,38.821503,-82.1236445,Moving,30,2
TX,9 secs,2020-03-12 7:57.42am,2020-03-12 7:57.33am,59,Us-35 Gallipolis OH 45631,+,+,-,-,-,-,-,3,8,16,0.6,-53,0,0,1163,Serial,38.8369136,-82.1509829,Moving,33,2
